allusion	variation_list
潘安白发	['潘鬓', '二毛', '潘年', '安仁', '潘郎鬓', '潘岳髩', '潘安白发', '安仁头白', '潘毛', '潘郎白发', '潘郎鬓丝', '潘郎鬓雪', '安仁愁鬓', '安仁两鬓', '安仁华鬓', '安仁衰鬓', '安仁鬓', '安仁老', '鬓秋', '鬓霜', '愁潘病沈', '河阳衰鬓', '河阳新鬓']
潘安貌	['潘安', '潘郎', '檀郎', '潘安果', '掷果', '掷果车', '潘安之貌', '掷花', '潘岳', '貌夺河阳', '貌', '潘子貌', '潘岳仪容', '乱果掷行车', '坐车郎', '安仁掷果', '慕潘', '投果车中', '投潘岳果', '掷果潘安', '掷果河阳', '掷果潘郎', '盈车', '掷果满车', '掷果香车', '掷果风标', '月车掷果', '果掷潘河阳', '果车', '檀郎谢女', '河阳花貌']
潘岳悼亡	['悼亡', '潘岳悼亡', '安仁', '安仁戚', '安仁诔', '悼伤']
濠上观鱼	['濠上', '濠梁之乐', '濠濮间想', '临濠', '我知鱼', '观鱼', '濠上游', '濠梁兴', '乐濠梁鱼', '乐鱼', '庄惠濠梁', '惠子鱼', '濠梁', '濠上乐', '濠上思']
曳尾泥涂	['曳尾', '曳尾泥涂', '曳尾龟', '曳尾之龟', '曳泥龟之尾', '曳尾于涂中', '龟曳尾', '龟辩', '泥龟', '曳泥途', '庄叟泥龟', '庙堂巾笥', '摇尾涂中', '涂中', '曳尾涂中', '曳尾涂中龟', '曳尾言', '泥曳龟', '泥中龟']
羊裘钓	['严陵', '双台', '垂纶', '披裘', '羊裘钓', '严陵钓', '严子', '羊裘', '子陵隐', '严君恋钓', '羊裘烟水', '七里滩', '严光', '严光一唾', '严子垂钓', '严子持竿', '严子钓', '严子情', '严滩意', '严滩路', '严陵路', '严陵卧', '严陵志', '严陵滩上客', '垂钓严生', '子陵', '子陵台', '子陵心', '子陵栖遁', '子陵竿', '子陵一钓', '子陵钓']
灌夫骂坐	['不值一文', '一钱不值', '使酒骂座', '骂坐', '一钱不直', '一文不值', '骂座', '灌夫骂坐', '一钱程尉', '不值一钱', '使酒骂坐']
灞桥	['折柳', '灞桥', '灞陵', '灞陵桥', '灞亭', '折杨柳']
钻穴逾墙	['逾墙', '钻窥', '钻穴', '逾墙钻隙', '钻穴逾墙', '逾墙窥隙', '逾墙钻穴']
灞陵呵夜	['醉尉', '故将军', '旧将军', '霸陵尉', '灞陵旧路', '灞陵', '灞陵呵夜', '呵李广', '夜出灞亭', '夜行触尉', '小尉呵', '欺李广', '灞陵老将', '灞陵醉尉', '灞陵亭尉', '灞陵尉']
火牛阵	['火牛', '奔牛', '即墨龙文', '烧牛计', '火牛阵', '火牛兵', '即墨牛', '烧尾牛', '烧牛之兵']
灵辄扶轮	['一饭恩', '扶轮', '报一饭', '报一餐', '灵辄扶轮', '束脯', '桑下饿', '一饭之恩', '一餐', '一饭之德', '一饭之报', '一饭', '之报', '宣孟']
炙鸡渍酒	['只鸡絮酒', '渍酒', '絮酒', '裹鸡', '鸡絮', '炙鸡', '鸡酒之礼']
烧琴煮鹤	['杀风景', '焚琴煮鹤', '煞风景', '烧琴煮鹤', '煮鹤焚琴', '烹琴鹤', '烹鹤', '焚琴', '䰞鹤']
烹狗藏弓	['弓藏', '兔死狗烹', '藏弓', '鸟尽弓藏', '悲烹狗', '猎狗烹', '弓藏鸟尽', '狡兔得而猎犬烹', '烹狗藏弓', '狗烹', '走狗烹', '鸟尽良弓藏', '良弓藏', '烹犬藏弓', '烹狗', '狗烹弓藏', '藏弓烹狗', '兔死犬饥', '㕙尽卢烹', '兔死缚淮阴', '弓鸟恨', '悲良弓', '哀藏弓', '泣藏弓', '烹功狗', '狡兔死，走狗烹']
祖龙	['祖龙', '反璧', '璧去滈池', '璧返滈池君', '祖龙之虐']
焦尾琴	['焦尾', '爨桐', '焦桐', '焦木', '爨下音', '爨下桐', '桐尾', '爨下余', '焦尾琴', '烧尾琴', '焦尾枯桐', '焦琴', '三尺焦桐', '三尺枯桐', '三尺桐', '尾半焦', '带火焦桐', '抚桐', '桐材入爨', '桐焦', '桐爨', '焦', '桐音', '梧桐尾', '焦梧桐', '燋尾', '爨下材', '爨下焦', '爨下焦桐', '爨下残桐', '爨焦']
熊丸之教	['丸熊', '熊丸之教', '熊丸', '熊胆', '熊胆调丸', '和丸课子', '和丸']
燕子楼	['燕子楼', '燕子楼空', '燕', '子楼', '作', '燕楼', '张氏楼']
燕巢于幕	['幕燕', '巢幕', '燕幕', '巢幕燕', '燕巢', '飞幕', '燕巢于幕', '燕巢卫幕', '燕巢危幕', '巢幕险', '幕上偷安', '幕上燕', '幕上禽', '幕燕鼎鱼', '幕燕釜鱼']
燕梦征兰	['国香', '梦兰', '燕姞', '兰梦', '郑女花', '燕梦征兰', '兰梦之征', '吉梦征兰', '吉梦', '兰兆', '奇花入梦', '征兰', '征兰梦兆']
燕石妄珍	['什袭', '燕石', '什袭珍藏', '燕巾滥宝', '什袭珍护', '十袭珍', '炫玉', '贾石', '燕石妄珍', '十袭', '什袭收藏', '什袭深藏', '十袭包藏']
爱屋及乌	['屋上乌', '爱屋及乌', '屋乌', '屋乌之爱', '誉乌', '乌爱', '屋上之乌', '屋乌推爱']
牍背千金	['千金牍背', '牍背千金', '牍背', '书牍背', '书牍']
牛山下涕	['牛山泪', '牛山悲', '牛山叹', '牛山客', '牛山', '霑衣', '目牛山而叹']
牛眠地	['牛眠', '牛眠地', '卜牛眠地', '牛眠处', '眠牛胜地', '卜牛眠', '牛眠兆', '牛']
羚羊挂角	['羚羊挂角']
牛角挂书	['汉书', '骑牛读《汉书》', '挂帙安牛角', '牛角挂书', '书挂牛角', '挂书牛角', '挂角', '牛背读']
目不窥园	['下帷', '垂帷', '三年不窥园', '目不窥园', '窥园', '三年不窥', '三载下帷', '下书帷', '下帷发愤', '不窥园', '不窥圃', '仲舒不窥园', '仲舒帷', '窥园无暇']
牝鸡司晨	['牝鸡', '牝鸡晨鸣', '牝晨', '牝鸡司晨', '牝鸡司旦', '牝朝', '雌']
犁庭扫穴	['扫穴', '扫穴犁庭', '犁庭', '犁庭扫穴', '扫庭']
狂奴故态	['狂奴', '狂奴故态', '买菜', '求益', '狂奴如故', '狂奴旧态', '买菜书', '买菜有讥', '子陵风态']
狐假虎威	['狐假虎威', '假威', '假虎', '狐威', '虎威狐假', '狐假', '狐借虎威', '凭威', '狐威假白额', '虎威']
狐死首丘	['首丘', '丘首', '狐死首丘', '狐首之思', '首丘之思', '丘窟', '归正首丘', '狐枕丘', '思旧丘', '狐丘首', '狐首丘']
狗尾续貂	['续貂', '貂尾', '貂不足', '狗尾续', '貂续', '狗尾续貂', '狗尾貂续', '狗续貂', '狗续貂尾', '貂不足，狗尾续', '尾续', '貂']
狗监揄扬	['杨得意', '荐相如', '逢杨意', '狗监荐', '狗监知', '荐临邛', '子虚', '荐子虚', '狗监揄扬', '狗监推', '狗监推才', '狗监膺媒', '狗监荐相如', '狗监说相如', '不逢杨意']
献曝	['芹曝', '负日', '负暄', '献曝', '负日之暄', '寸曝', '快炙背', '曝暄', '曝背', '曝背食芹']
献芹	['美芹', '献芹', '芹献', '食芹', '曝芹', '芹曝', '一芹', '微芹', '怀芹', '效芹', '曝背食芹']
陆绩怀橘	['怀橘', '陆橘', '陆绩怀', '陆绩怀橘', '陆绩橘', '堕双橘', '怀中双橘', '怀双橘', '橘怀三个']
猿鹤沙虫	['猿鹤', '虫沙', '虫沙猿鹤', '沙虫', '猿鹤沙虫', '沙虫猿鹤', '猿鹤化', '猿鹤虫沙', '一军猿鹤', '化猿化鹤', '化沙虫']
獬豸冠	['獬豸', '神羊', '豸冠', '冠豸', '獬豸冠', '触邪', '楚冠', '冠獬豸', '尧羊触邪', '戴豸', '獬豸触', '神羊触']
玉兔	['玉兔', '月杵', '白兔', '乌兔', '月兔', '乌飞兔走', '兔魄', '冰兔', '夕兔', '瑶兔', '踆兔', '顾兔', '兔升乌坠', '兔辉']
玉关人老	['生入玉门关', '玉关情', '玉关生入', '望玉关', '玉关人老', '玉门', '定远西还', '念玉关', '玉门生入', '班超']
玉壶盛泪	['红泪', '啼红', '玉壶盛泪', '唾壶红泪', '玉唾壶']
韦编三绝	['韦编', '韦编三绝', '绝韦编', '绝编', '三绝韦编', '韦编绝', '韦三绝', '韦编屡绝', '韦编断']
玉女投壶	['投壶', '流电', '天笑', '天一笑', '玉女', '笑电', '投壶玉女', '玉女之投壶', '玉女投壶', '起电', '天女投壶']
杜根忍死	['忍死']
玉山倾倒	['玉山颓', '玉山自倒', '玉颓', '倒玉山', '碎玉颓山', '玉山倾倒', '玉倒', '玉倒山颓', '玉山倒', '玉山倾', '玉山摧倒', '玉山未倒', '玉山', '醉', '玉峰醉倒', '玉峰颓', '颓山', '颓玉成山']
玉楼受召	['玉楼', '召玉楼', '白玉楼', '玉楼受召', '玉楼作记', '玉楼召', '玉楼宣', '有记', '玉楼见召', '修文白玉', '天上召']
望洋兴叹	['贻笑大方', '望洋兴叹', '望洋', '望洋之叹', '翻惊河伯', '望洋而叹', '不分牛', '不辨牛马', '向若而叹', '向若惊叹', '大方之家']
王乔凫舄	['双凫', '仙凫', '飞凫', '仙令', '双凫舄', '履凫', '王乔舄', '王乔履', '王凫', '舄凫', '飞舄', '王乔凫舄', '王乔仙履', '王乔屦', '王君飞舄', '王舄', '上方舄', '两凫', '两凫飞', '乘凫舄', '乘双凫', '云端双履', '云里凫', '云间履', '云间飞舄', '仙令双凫', '仙人履', '仙令舄', '仙舄', '令宰仙', '借凫', '凌空舄', '凫仙', '凫化舄', '凫影', '凫舄', '凫舄趋朝', '凫飞', '凫飞双舄', '凫飞叶县', '化凫', '县令凫', '双履凫飞', '双飞凫', '双飞履', '叶令乘凫', '叶县飞来舄', '叶县凫', '叶令双凫', '叶凫', '叶县凫舄', '叶县双凫舄', '尚方凫舄']
王乔控鹤	['王乔', '驾鹤', '灵鹤', '奉鹤', '吹凤', '吹笙', '缑山', '子晋吹笙', '王子晋', '笙鹤', '子晋', '王晋笙', '子晋笙', '王乔控鹤', '七日期仙', '乘鹤缑山', '乘鸾缑岭', '伊笙', '吹笙伊洛', '去', '吹笙子晋', '吹箫子晋', '吹笙王子', '吹笙缑岭', '吹笙跨鹤', '吹笙骑鹄', '吹笙鹤', '周太子', '太子笙', '子乔笙鹤', '子晋笙箫', '子晋鸾笙', '子晋箫', '子晋骖鸾', '子晋鹤', '嵩阳笙', '控鹤', '控鹄', '洛滨笙', '洛宾笙', '浮丘驾鹤', '浮丘鹤', '灵王子', '王乔玉箫', '王乔鹤', '王子乔', '王子吹笙', '王子吹箫', '王子控鹤', '王子笙箫', '王子谢时人', '笙吹缑岭', '笙箫缑岭人', '缑山仙客', '缑山声', '缑山帝子', '缑山弄箫']
王尊叱驭	['九折', '叱驭', '九折坡', '王阳道', '王尊叱驭', '九折坂', '九折王尊驭', '王阳险道', '王尊驭', '九折回车', '回轩', '九折还', '回驭', '九坂', '九折驱车', '九折路', '九折危', '九折危途', '九折途', '九折邛关道', '九折邛峡', '九折险', '九坂愁', '九折艰', '危途九折', '却马王阳', '叱羊肠', '叱驭九折坂', '叱驭王尊', '回车阪', '回车陇坂', '回驭志', '回驭王阳', '忠臣叱驭']
王恭鹤氅	['神仙中人', '披氅', '披鹤氅', '鹤氅人', '王恭鹤氅', '仙人氅']
王祥卧冰	['卧冰', '王祥卧冰', '卧冰求鲤', '王祥之孝', '王祥黄雀', '冰鲤']
玩愒	['玩愒', '玩日愒时', '玩岁愒日', '玩时愒日', '玩岁愒时']
珠连璧合	['合璧', '日月合璧', '连星', '连珠合璧', '合璧联珠', '日月如合璧', '珠连璧合', '珠联璧合', '璧合', '璧联']
班妾辞辇	['辞辇', '辞同辇', '婕妤辞辇', '班姬辞辇', '班妾之辞辇', '婕妤', '却辇']
织锦回文	['织锦', '窦锦', '织锦回文', '回文机', '回文锦', '璇玑', '锦书', '锦字', '织回文', '织锦字', '织锦寄夫', '织锦裁编', '回文', '诗', '回文织锦', '回文锦字', '挑锦字', '断锦', '机中锦字', '机上回文', '机中织锦', '断肠图', '秦川女', '秦川织锦机', '秦川锦', '窦家锦字', '窦滔妇', '窦家妻', '窦闺织妇', '素丝千字锦', '织锦之才', '织锦新诗', '苏氏锦', '苏机', '裁诗挑锦']
班荆道故	['班荆', '班草', '班荆道故', '班荆道旧', '椒举', '班荆坐地', '班荆馆']
琴挑文君	['文君', '求凰', '琴挑', '临邛客', '凤求凰', '琴心', '琴弦挑', '临邛琴', '凤兮吟', '凤媒', '凤客', '彩凤求凰', '动文君', '卓女窥窗', '卓家琴', '卓氏奔', '卓氏之逃', '卓氏琴', '卓氏琴台', '司马援琴', '司马琴声', '听琴妇', '坐上琴心', '弹琴司马', '援琴之挑', '听琴']
雍门泣	['曲池平', '雍门悲', '雍门援琴', '雍门弹', '雍门琴', '高台倾', '雍门奏', '雍门泣', '雍门哀', '雍门感慨', '雍门泪', '孟尝泪']
琴高乘鲤	['琴高', '控鲤', '乘鲤', '骑鱼', '琴高之控鲤', '琴高借双鲤', '琴高坐赤鲤', '琴高游会稽', '琴高跨赤鱼', '琴高骑鲤', '乘赤鲤', '驾鲤', '控鲤琴高', '水客', '骑鲤', '水仙', '上鲤鱼', '琴高赤鲤']
瓜田李下	['瓜李', '李下', '瓜李之嫌', '李下瓜田', '嫌生瓜李', '远瓜李', '瓜田李下', '瓜田李园', '不正李园冠', '瓜田不纳履，李下不整冠', '瓜田不纳履，李下不正冠', '整冠李下', '正冠李下', '整冠纳履']
草木皆兵	['草木皆兵', '草木风鹤', '江淮草木', '草木为兵', '草木', '为兵']
瓠巴鼓瑟	['赤鳞狂舞', '淫鱼乘波听', '游鱼听不沉', '鱼吹细浪', '瓠巴鼓瑟', '瓠巴', '鼓瑟', '神鱼', '掉尾舞']
瓶沉簪折	['银瓶', '瓶簪', '瓶沈而簪折', '井底引银瓶', '瓶沈簪折', '瓶沉', '簪折']
甘雨随车	['随车', '甘雨随车', '灵雨会随车', '一车甘雨', '一雨随车', '春雨随车', '甘雨车行', '甘雨随', '行县雨随', '行雨随轩', '车随霖雨', '雨随车', '雨随辀', '按部雨', '车雨', '郡中甘雨']
风行草偃	['偃草', '风行草偃', '靡然从风', '风行草从', '偃风', '德风', '草偃', '靡然顺风', '靡然向风']
傅说霖	['霖雨', '为霖', '作霖', '商霖', '商岩雨', '济川心', '傅岩犹借雨', '傅说', '霖', '傅说霖', '傅岩霖', '傅岩霖雨', '傅霖', '为霖雨', '为霖为雨', '作楫为霖', '作霖人', '作霖雨', '作甘', '作说霖', '傅说舟', '傅舟', '商家霖', '商岩霖雨', '巨川', '巨川材', '殷霖']
生公点石头	['生公', '生公说法', '顽石点头', '生公石', '点头', '生公点石头']
生刍致祭	['生刍', '束刍', '生刍致祭', '生刍吊', '生刍奠', '生刍祭', '生刍驰吊', '一束生刍', '一束刍', '千里生刍', '奠生刍']
画地为牢	['画地', '画地为牢', '画地为狱', '画地囚绦钳', '画地成牢', '画狱牢']
留侯借箸	['持筹', '借箸', '前箸', '借箸代筹', '筹谋', '留侯借箸', '借筹代谋', '借筹', '借箸前筹', '借箸出奇', '借箸筹', '借前筹', '借汉筹', '借箸题筹']
龙伯钓鳌	['钓鳌', '龙伯', '鳌戴', '龙伯国人', '钓鳌客', '钓鳌人', '钓鳌手', '六鳌', '连六', '连鳌', '鳌洲', '鳌钓', '戴山鼇', '龙伯钓鳌', '龙伯钓', '钓客', '鳌抃', '抃鳌', '一钓', '十五鳌', '三山巨鳌', '冠三山', '冠山', '冠山鳌', '冠鳌', '巨鳌冠山', '戴山鳌', '戴鳌', '海上钓鳌', '神山鳌戴', '神鳌', '连六鳌']
疏傅散金	['散金', '疏傅', '疏傅散金', '东海金', '二疏散金', '二疏金', '太傅金', '广受', '不治生']
病入膏肓	['二竖', '膏肓', '病入膏肓', '秦医', '膏肓之疾', '病到膏肓', '病染膏肓', '病肓膏', '二竖为灾', '二竖婴', '医缓', '晋梦', '晋竖', '潜肓', '深入膏肓', '疑晋竖']
痛饮黄龙	['痛饮黄龙', '痛饮黄龙酒', '黄龙痛饮', '未饮黄龙', '直捣黄龙', '醉黄龙', '饮黄龙']
云树之思	['云树之思', '云树遥隔', '春树', '江东', '春树暮云', '江云渭树']
白头吟	['白头吟', '白头', '白头之叹', '怨', '新句', '曲', '词']
白虹贯日	['贯日', '白虹贯日', '白虹贯', '长虹', '长虹贯日', '白虹之贯日', '日贯虹', '精诚贯日', '精贯白日']
白衣苍狗	['白衣苍狗', '苍狗白云', '浮云苍狗', '苍狗变', '苍狗浮云', '白云苍狗', '浮云如白衣']
白驹空谷	['白驹', '空谷', '白驹1', '白驹空谷', '皎皎白驹诗', '乘白驹', '寒谷纳白驹', '白驹远志', '空谷白驹']
白驹过隙	['隙驹', '白驹过隙', '驹隙', '驹隙影', '驹影', '驹过隙', '驹隟', '叹白驹', '奔驹促', '百年过隙', '过隙白驹', '过白驹', '过隙驹', '过驹', '隙中驹']
驷不及舌	['驷马难追', '驷不及舌', '一言既出', '驷马不追', '驷马莫追']
三缄其口	['三缄其口', '三缄', '缄口', '三缄戒慎', '三缄口', '口须缄', '戒三缄']
白鱼入舟	['白鱼登舟', '白鱼赤乌', '降火', '白鱼入舟', '白鱼', '登舟', '乌鱼之瑞', '乌瑞']
白鸡之梦	['白鸡梦', '白鸡之梦', '白鸡', '鸡梦', '梦白鸡', '白鸡年']
白龙鱼服	['鱼服', '白龙鱼服', '豫且', '困豫且', '蜕龙为鱼', '白龙化为鱼', '白龙微服', '白龙', '改服', '神龙鱼服', '且网']
百万呼卢	['一掷千金', '成卢', '一掷百万', '百万呼卢', '一掷百万千金', '呼卢百万', '摴蒲百万', '百万']
章台柳	['章台柳', '沙咤利', '章台折柳', '佳人已属沙咤利', '沙叱利', '佳人已属沙吒利']
百步穿杨	['百发百中', '穿杨', '百步穿杨', '射叶', '百中', '百步杨', '穿杨百中', '穿杨百步', '射穿杨叶', '射柳', '惊杨叶', '杨叶弓', '杨叶百穿', '杨穿三叶', '杨穿', '三叶', '由基一箭中', '由基手', '百发穿杨', '百步', '穿杨叶']
郤诜丹桂	['折桂', '丹桂', '郄诜第', '桂籍', '擢桂', '东堂策', '得桂', '攀桂', '昆山片玉', '诜枝', '郤诜', '郤枝', '郤桂', '郤诜枝', '郤诜荣', '郤诜高第', '一枝才', '一枝桂', '东堂', '东堂桂', '东堂梦', '丹枝', '分桂', '一枝', '失桂', '折桂枝', '攀桂树', '攀青桂', '昆山玉', '昆山', '一片', '昆玉', '桂折一枝', '桂折', '桂林一枝']
目无馀子	['目空一切', '馀子', '目中无人', '目空一世', '目空馀子', '北海', '目空余子', '目无馀子', '眼空馀子', '呼儿', '大儿', '大儿北海']
盲人骑瞎马	['剑头炊', '盲人瞎马', '瞎马临池', '盲人骑瞎马', '炊剑首', '淅米矛头', '夜半临深池', '咄咄', '淅矛头', '人盲马瞎', '参军', '瞎马', '临池瞎马', '瞎马深池', '刀头剑首', '剑头炊火', '剑首炊', '剑炊世界']
锦囊佳句	['古锦', '锦囊', '呕心', '奚奴', '锦囊佳句', '呕尽心肝', '锦囊诗', '奚囊妙句', '奚奴丽句', '锦囊佳制', '锦囊句', '锦囊诗句', '古锦诗囊', '古锦句囊', '古锦囊', '呕心沥血', '呕心滴血', '呕心血', '呕心镂骨', '呕心囊句', '囊中诗', '囊中', '稿', '囊中篇', '奚囊', '负囊', '小奚奴', '小奚']
相思树	['韩凭', '连理枝', '相思树', '贞女冢', '连枝共冢', '连理分枝', '连枝比翼', '连理', '连理木', '连理树', '青陵', '青陵乌', '青陵台', '青陵怨', '青陵粉蝶', '韩冢鸳鸯', '韩冯', '韩凭冢']
相濡以沫	['濡沫', '煦沫', '呴沫', '呴濡', '煦濡', '喣沫', '喣濡', '相濡以沫', '相喣以沫', '呴湿濡沫', '相濡沫', '相呴相济', '相喣沫', '相濡以泽', '相濡相呴', '以沫相濡', '呴呴濡沫', '惠沫', '歔濡', '江海相忘', '沫相濡']
