sentence	allusion	variation_number	allusion_index	transformed_allusion
岂问渭川老，宁邀襄野童。	渭滨垂钓	1	[[2, 4]]	[2, 3, 4, 渭滨垂钓]
遥想称觞后，唯当共被眠。	姜肱被	1	[[8, 10]]	[8, 9, 10, 姜肱被]
一别经年，怎河阳花貌，减些娇倩。	潘安貌	1	[[6, 9]]	[6, 7, 8, 9, 潘安貌]
难道他掩耳偷铃，则待要见世生苗。	掩耳盗铃	1	[[3, 6]]	[3, 4, 5, 6, 掩耳盗铃]
罢河阳种花，效东陵卖瓜。	河阳一县花	1	[[1, 4]]	[1, 2, 3, 4, 河阳一县花]
高徒既不知医，他怎肯揭我榜文，教寡人亲迎?断然有医国之能也!	上医医国	1	[[24, 25]]	[24, 25, 上医医国]
恪少有才名……权见而奇之，谓瑾曰：‘蓝田生玉，真不虚也。’	蓝田生玉	1	[[18, 21]]	[18, 19, 20, 21, 蓝田生玉]
只应更使伶伦见，写尽雌雄双凤鸣。	伶伦凤律	1	[[4, 5]]	[4, 5, 伶伦凤律]
洛阳货畚无人识，五月骑驴入华山。	洛阳货畚	1	[[0, 3]]	[0, 1, 2, 3, 洛阳货畚]
兹夕披云望，还吟掷地篇。	掷地金声	1	[[8, 10]]	[8, 9, 10, 掷地金声]
芝囷纳流霞，蒲涧委玉舄。	安期遗舄	1	[[9, 10]]	[9, 10, 安期遗舄]
且宜两存而鬭之，犹卞庄子之刺虎，坐收其毙也。	卞庄子刺虎; 卞庄子刺虎	2	[[9, 11], [13, 14]]	[9, 10, 11, 卞庄子刺虎]; [13, 14, 卞庄子刺虎]
公奏称：“七子均养，鸠之德，锡以名号，不宜有殊。	鸤鸠之仁; 鸤鸠之仁	2	[[5, 8], [10, 13]]	[5, 6, 7, 8, 鸤鸠之仁]; [10, 11, 12, 13, 鸤鸠之仁]
财疏邓穴钱，义仗东门剑。	邓家铜山	1	[[2, 4]]	[2, 3, 4, 邓家铜山]
师云：“射虎不中，徒劳没羽。	射石饮羽	1	[[4, 5]]	[4, 5, 射石饮羽]
锦縠虽轻，不委之以学割;瑚琏任重，岂寄之以弱力?	操刀伤锦	1	[[9, 10]]	[9, 10, 操刀伤锦]
独自冒雨归，茫茫丧家狗。	丧家之狗	1	[[8, 10]]	[8, 9, 10, 丧家之狗]
投阁嗤扬子，飞书代鲁连。	一箭下聊城	1	[[6, 10]]	[6, 7, 8, 9, 10, 一箭下聊城]
焦桐弹罢丝自绝，漠漠暗魂愁夜月。	焦尾琴	1	[[0, 1]]	[0, 1, 焦尾琴]
义方独步韩公训，仁里三怀孟氏迁。	孟母择邻	1	[[12, 14]]	[12, 13, 14, 孟母择邻]
玉勒雕鞍游冶处，楼高不见章台路。	走马章台	1	[[12, 14]]	[12, 13, 14, 走马章台]
噫吁嚱!蕲王驴，林逋鹤，斯事如今成寂寞。	梅妻鹤子	1	[[8, 10]]	[8, 9, 10, 梅妻鹤子]
虽司空见惯，亦不能不目眩心迷也。	司空见惯	1	[[1, 4]]	[1, 2, 3, 4, 司空见惯]
怀哉梁园客，思作剡溪游。	访戴	1	[[8, 10]]	[8, 9, 10, 访戴]
因以圆石付之曰：“此公之可人所化，剖之当获宝玉，犹可朝夕把玩，不致以杀风景怨妾。	烧琴煮鹤	1	[[34, 36]]	[34, 35, 36, 烧琴煮鹤]
中原失鹿无人逐，愿借轮蹄日夜驰。	中原逐鹿	1	[[0, 3]]	[0, 1, 2, 3, 中原逐鹿]
青蝇点玉原非病，沧海遗珠世所嗟。	青蝇营营	1	[[0, 3]]	[0, 1, 2, 3, 青蝇营营]
履曳星辰下殿迟，黄银腰带好威仪。	郑履	1	[[0, 3]]	[0, 1, 2, 3, 郑履]
秉烛夜游虽不倦，奈一番、风雨花容变。	秉烛夜游	1	[[0, 3]]	[0, 1, 2, 3, 秉烛夜游]
舞席纷何就，歌梁俨未倾。	馀音绕梁	1	[[6, 7]]	[6, 7, 馀音绕梁]
为伊才减江淹，情伤荀倩。	荀令伤神; 江淹梦笔	2	[[7, 10], [2, 5]]	[7, 8, 9, 10, 荀令伤神]; [2, 3, 4, 5, 江淹梦笔]
群花自合知羞耻，莫对西施更斆颦。	东施效颦	1	[[13, 14]]	[13, 14, 东施效颦]
庞公嘉遁所，浪迹难追攀。	鹿门采药	1	[[0, 3]]	[0, 1, 2, 3, 鹿门采药]
且身处孤陋，书籍不全，暂作裨谌之补，祈请诸君更为郢政。	郢匠挥斤	1	[[24, 25]]	[24, 25, 郢匠挥斤]
叹良金美玉何人晓，恨高山流水知音少。	伯牙鼓琴	1	[[10, 13]]	[10, 11, 12, 13, 伯牙鼓琴]
望气悲埋剑，临风叹逝波。	丰城剑气	1	[[3, 4]]	[3, 4, 丰城剑气]
而献芹负日，各尽野人之寸心。	献曝	1	[[3, 4]]	[3, 4, 献曝]
欲天下后世谓己为亲得圣人心法，故每作掩耳盗铃之说。	掩耳盗铃	1	[[18, 21]]	[18, 19, 20, 21, 掩耳盗铃]
倘中邦人不自爱惜，自暴自弃，则鹬蚌相持，转为渔人之利，那时始悟兄弟不和外人欺，国人不和外邦欺，悔之晚矣。	鹬蚌相持，渔人得利	1	[[22, 25]]	[22, 23, 24, 25, 鹬蚌相持，渔人得利]
梅尧臣寄题哀贤亭苍苍墓门树，亦有黄鸟哀。	秦穆杀三良	1	[[16, 18]]	[16, 17, 18, 秦穆杀三良]
明妃初出汉宫时，泪湿春风鬓脚垂。	昭君出塞; 昭君出塞	2	[[0, 1], [3, 5]]	[0, 1, 昭君出塞]; [3, 4, 5, 昭君出塞]
频年南风竞，靖内先戎索。	南风不竞	1	[[2, 4]]	[2, 3, 4, 南风不竞]
何如寂寞羊公石，千载犹如堕泪时。	堕泪碑	1	[[4, 6]]	[4, 5, 6, 堕泪碑]
君不见秦失其鹿人共逐，刘项雌雄几翻覆。	中原逐鹿; 中原逐鹿	2	[[3, 4], [6, 6]]	[3, 4, 中原逐鹿]; [6, 中原逐鹿]
钓台移柳，非玉关之可望;华亭鹤唳，岂河桥之可闻?	华亭鹤唳	1	[[12, 15]]	[12, 13, 14, 15, 华亭鹤唳]
涉书猎史无早暮，坐期朱紫如拾青。	取青拾芥	1	[[10, 14]]	[10, 11, 12, 13, 14, 取青拾芥]
旧石曹娥篆，空山夏禹祠。	绝妙好辞	1	[[2, 4]]	[2, 3, 4, 绝妙好辞]
耐辱岂惟容唾面，寡言端拟学铭膺。	唾面自干	1	[[4, 6]]	[4, 5, 6, 唾面自干]
巴中蛇虺毒，解之如走丸。	走丸	1	[[9, 10]]	[9, 10, 走丸]
骑箕何太速，有识共沾襟。	骑箕尾	1	[[0, 1]]	[0, 1, 骑箕尾]
案鲑三九漫青韭，斗酒十千无白醪。	庾郎鲑菜	1	[[1, 3]]	[1, 2, 3, 庾郎鲑菜]
吴头楚尾，非关四面为楚。	四面楚歌	1	[[7, 10]]	[7, 8, 9, 10, 四面楚歌]
天子绣衣吏，东吴美退居。	绣衣持斧	1	[[2, 4]]	[2, 3, 4, 绣衣持斧]
入关无复萧丞相，聚米空思马伏波。	伏波聚米	1	[[8, 9]]	[8, 9, 伏波聚米]
万众欢呼精神旺，老帅从容入将台。生聚教养七年苦，战士概属党培栽。	卧薪尝胆	1	[[16, 19]]	[16, 17, 18, 19, 卧薪尝胆]
无钱乞与韩知客，名纸毛生不肯通。	祢衡怀刺	1	[[8, 11]]	[8, 9, 10, 11, 祢衡怀刺]
天下自治，大道公行。乳兽含牙，苍鹰垂翅。	郅都苍鹰	1	[[15, 18]]	[15, 16, 17, 18, 郅都苍鹰]
仁宗皇帝眷遇至重，特以授性刚简，论高寡合，故龃龉于世。	曲高和寡	1	[[16, 19]]	[16, 17, 18, 19, 曲高和寡]
诚复马革裹尸，遂其平生之志;原野暴体，全彼人臣之节。	马革裹尸	1	[[2, 5]]	[2, 3, 4, 5, 马革裹尸]
功名分浅，谢尘缘。钓船春雨惟高卧，黄犬东门免自怜。	叹黄犬	1	[[17, 20]]	[17, 18, 19, 20, 叹黄犬]
到其四年正月、二月、三月，民相惊动，讙哗奔走，传行诏祷祠西王母。	西王母	1	[[28, 30]]	[28, 29, 30, 西王母]
精卫取而填海，天孙用以支机。	精卫填海	1	[[4, 5]]	[4, 5, 精卫填海]
回忆半生爱日，蹉跎玩愒，曾未伸一朝之养，此恨曷极!	玩愒	1	[[9, 10]]	[9, 10, 玩愒]
齐门操瑟总难工，谁复相要到上宫?	抱瑟不吹竽	1	[[0, 3]]	[0, 1, 2, 3, 抱瑟不吹竽]
圣代留昆玉，那令愧郤诜。	郤诜丹桂	1	[[3, 4]]	[3, 4, 郤诜丹桂]
尝见东洋车夫，捉襟见肘，两足如飞，尽一日之力不过得青蚨二三百片，除饭房数十钱外，尽消耗于此，其所害岂浅鲜哉！	捉衿见肘; 青蚨	2	[[7, 10], [25, 26]]	[7, 8, 9, 10, 捉衿见肘]; [25, 26, 青蚨]
犹赖君相勉，殷勤贡禹冠。	弹冠相庆	1	[[8, 10]]	[8, 9, 10, 弹冠相庆]
一百五日家未归，新丰鸡犬独依依。	鸡犬识新丰	1	[[8, 11]]	[8, 9, 10, 11, 鸡犬识新丰]
勿听白头吟，人间易忧怨。	白头吟	1	[[2, 4]]	[2, 3, 4, 白头吟]
恋功名水上鸥，俏芒鞋尘内走。怎如明月清风随地有，到头来消受。	清风明月	1	[[16, 19]]	[16, 17, 18, 19, 清风明月]
鱼惭张翰辞东府，鹤怨周颙负北山。	北山移文	1	[[8, 11]]	[8, 9, 10, 11, 北山移文]
杯蛇幻影，鬼蜮含沙。萦愁绪以回肠，蔓牵瓜落;拭泪珠而洗面，藕断丝长。	杯弓蛇影	1	[[0, 3]]	[0, 1, 2, 3, 杯弓蛇影]
磔石销朱骨，焚膏烛董脐。	燃脐	1	[[9, 10]]	[9, 10, 燃脐]
花底夜深寒较甚，须𢬵却、玉山倾。	玉山倾倒	1	[[12, 14]]	[12, 13, 14, 玉山倾倒]
念凄断，谁与寄?双鱼尺素难委。	鱼传尺素	1	[[8, 11]]	[8, 9, 10, 11, 鱼传尺素]
菊盏萸囊自古传，长房宁复是臞仙。	重九登高	1	[[2, 3]]	[2, 3, 重九登高]
上山嫌髀重，拔剑叹衣生。	髀肉复生	1	[[3, 4]]	[3, 4, 髀肉复生]
红袖共斟将共若，锦囊须佩却须奚。寒郊瘦岛吟成蛰，暖肉肥肌屏作闺。	郊寒岛瘦	1	[[16, 19]]	[16, 17, 18, 19, 郊寒岛瘦]
安有巢毁而卵不破乎！	巢倾卵破	1	[[2, 7]]	[2, 3, 4, 5, 6, 7, 巢倾卵破]
学富三余，才雄七步。	七步成诗	1	[[5, 8]]	[5, 6, 7, 8, 七步成诗]
花时曾省杜陵游，闻下书帷不举头。	目不窥园	1	[[9, 11]]	[9, 10, 11, 目不窥园]
海苍苍兮路茫茫……鲸归穴兮渤溢，鳌载山兮低昂。	龙伯钓鳌	1	[[16, 18]]	[16, 17, 18, 龙伯钓鳌]
独怜决起抢榆鸟，也滞江湖久未还。	榆枋之见	1	[[4, 6]]	[4, 5, 6, 榆枋之见]
梦里西山衔木石，眼中东海变桑田。	精卫填海	1	[[2, 6]]	[2, 3, 4, 5, 6, 精卫填海]
忽成刘阮约，如入武陵村。	刘阮天台	1	[[2, 4]]	[2, 3, 4, 刘阮天台]
看这自由自在的模样，除非去做娼妓，倚门卖俏，撺哄子弟，方得这样快活像意。	倚市门	1	[[17, 20]]	[17, 18, 19, 20, 倚市门]
意气宁甘邓禹笑，琴歌不为雍门悲。	雍门泣; 邓禹笑人	2	[[12, 14], [4, 6]]	[12, 13, 14, 雍门泣]; [4, 5, 6, 邓禹笑人]
晋永嘉砖砚歌玉马出地苍鹅飞，侍中碧血溅龙衣。	苍鹅出地	1	[[8, 11]]	[8, 9, 10, 11, 苍鹅出地]
我就不做韩熙载，也要做个醇酒夫人的信陵君，那敢高比骑箕星宿，下镜风流哩!	骑箕尾	1	[[25, 28]]	[25, 26, 27, 28, 骑箕尾]
婺女俪经星，嫦娥栖飞月。	嫦娥奔月	1	[[6, 7]]	[6, 7, 嫦娥奔月]
真是风声鹤唳，草木皆兵，听得后面没有追赶，才放了心。	草木皆兵	1	[[7, 10]]	[7, 8, 9, 10, 草木皆兵]
予故曰：“习印当如钟元常学书，张南本画火，须出人头地，若画虎类狗，固自下乘，而刻鹄者亦是庸夫之见。	放他头地出; 画虎不成反类狗; 画虎不成反类狗	3	[[22, 25], [28, 31], [39, 40]]	[22, 23, 24, 25, 放他头地出]; [28, 29, 30, 31, 画虎不成反类狗]; [39, 40, 画虎不成反类狗]
命该雕丧，险些病染膏肓。	病入膏肓	1	[[7, 10]]	[7, 8, 9, 10, 病入膏肓]
郁垒欹斜头上帽，神荼脱落腰间杖。	神荼郁垒	1	[[8, 9]]	[8, 9, 神荼郁垒]
虽然，以当时久困地狱，渴望天日之意大利人，骤闻此语，殆如涸鲋得水，笼鸟脱樊，且距且跃，且汗且喘。	涸辙之鲋	1	[[28, 31]]	[28, 29, 30, 31, 涸辙之鲋]
苏子卿啮雪冰天，犹与胡妇生子；胡忠简飞章远窜，乃为黎倩题诗，是皆一念不能自持耳！	苏武节	1	[[3, 4]]	[3, 4, 苏武节]
况复梁生出关，独念高恢;伯牙辍琴，无忘钟子，禛虽不敏，愿附古人。	伯牙鼓琴	1	[[12, 15]]	[12, 13, 14, 15, 伯牙鼓琴]
曾随师之主履行，比至朱陵扶桑之阙，溽海冥液之丘；纯阳之陵，始青之下，月宫之间；内游七丘，中旋十洲；践赤县而遨五岳，行陂泽而息名山。	十洲	1	[[46, 47]]	[46, 47, 十洲]
会逐灵槎上，还归天汉边。	乘槎	1	[[2, 3]]	[2, 3, 乘槎]
先生于先祖遗书，一见犹如是，若赞夫亲炙门墙，讵忘教泽。	夫子墙	1	[[19, 20]]	[19, 20, 夫子墙]
又何必周王之梦九，而嵩岳之呼万者也。	嵩岳三呼	1	[[13, 14]]	[13, 14, 嵩岳三呼]
苟非秦镜照胆，尧羊触邪，时君听之，安可不惑?	獬豸冠	1	[[7, 10]]	[7, 8, 9, 10, 獬豸冠]
自怜如坠叶，泛泛侣仙舟。	李郭同舟	1	[[8, 10]]	[8, 9, 10, 李郭同舟]
月殿桂华新掇取，准金台、买骏重论价。	千金市骨; 千金市骨	2	[[9, 10], [12, 13]]	[9, 10, 千金市骨]; [12, 13, 千金市骨]
犬马报主，阶草指佞，神羊触邪，况臣子乎？	獬豸冠; 獬豸冠	2	[[10, 11], [12, 13]]	[10, 11, 獬豸冠]; [12, 13, 獬豸冠]
奇俊无少年，日车何躄躄?	羲和驭日	1	[[6, 7]]	[6, 7, 羲和驭日]
我亦于今抗尘土，临风惭读孔璋移。	北山移文	1	[[12, 14]]	[12, 13, 14, 北山移文]
马之纯麾扇渡此扇拈来一羽轻，如何退得十千兵。	顾荣挥扇	1	[[3, 5]]	[3, 4, 5, 顾荣挥扇]
大夫种存亡越，伯句践，立功名而身死。语曰：‘野禽殚，走犬亨，敌国破，谋臣亡。’	烹狗藏弓	1	[[26, 28]]	[26, 27, 28, 烹狗藏弓]
黄金屈戌雕胡锦，不信陈王八斗才。	八斗才	1	[[10, 14]]	[10, 11, 12, 13, 14, 八斗才]
三日之内，早望见那座山，乃是昔日汉高祖斩蛇起义之处。	赤帝子	1	[[19, 22]]	[19, 20, 21, 22, 赤帝子]
欲以此口头三昧了生死，真同欲以画饼充饥。	画饼充饥	1	[[15, 18]]	[15, 16, 17, 18, 画饼充饥]
澄流可濯缨，严子但垂纶。	羊裘钓; 羊裘钓	2	[[6, 7], [9, 10]]	[6, 7, 羊裘钓]; [9, 10, 羊裘钓]
堂上三千珠履客，赵使怀惭不敢言。	三千珠履客	1	[[2, 6]]	[2, 3, 4, 5, 6, 三千珠履客]
群鹤栖莲府，诸戎拜柳营。	莲幕	1	[[3, 4]]	[3, 4, 莲幕]
九渊之下青衢现，一家为命黄泉见，三人谈虎朱颜变。	三人成虎	1	[[16, 19]]	[16, 17, 18, 19, 三人成虎]
泛查客去银河近，题柱人归玉垒高。	乘槎	1	[[0, 1]]	[0, 1, 乘槎]
别有英雄怀古意，他年击楫誓中流。	中流击楫	1	[[10, 14]]	[10, 11, 12, 13, 14, 中流击楫]
况今百年间，未洗新亭泪。	新亭对泣	1	[[8, 10]]	[8, 9, 10, 新亭对泣]
灵鹤倏来，嘹唳于楼台之上。	王乔控鹤	1	[[0, 1]]	[0, 1, 王乔控鹤]
只愁同床又各梦，不能随入槐根洞。	南柯梦	1	[[12, 14]]	[12, 13, 14, 南柯梦]
红尘白社双青眼，如此相看得几时。	洛阳社; 青白眼	2	[[2, 3], [5, 6]]	[2, 3, 洛阳社]; [5, 6, 青白眼]
陆佃《谢吏部尚书表》云：“六燕相停，试铨衡次轻重；乙鸿辽远，欲审别其飞翔”乙与六亦借对。	越凫楚乙	1	[[25, 26]]	[25, 26, 越凫楚乙]
汤五聘伊尹，文王躬迎吕望，周公握发吐哺以待白屋之士，郑武公好贤而诗雅歌之，燕昭王筑台募士而智者归之。	黄金台	1	[[40, 43]]	[40, 41, 42, 43, 黄金台]
况时逢丰穰，呼庚呼癸，一岁自兆重登。	呼庚癸	1	[[6, 9]]	[6, 7, 8, 9, 呼庚癸]
纱碧笼名画，灯寒照净僧。	碧纱笼	1	[[0, 2]]	[0, 1, 2, 碧纱笼]
帆樯万里输鲛织，楼阁三秋吐蜃云。	鲛人泣珠	1	[[5, 6]]	[5, 6, 鲛人泣珠]
对曰：“有臣妻题一绝云：‘更休落魄耽杯酒，莫再猖狂爱作诗，今日捉将官里去，这回断送老头皮。	断送老头皮	1	[[31, 34]]	[31, 32, 33, 34, 断送老头皮]
待价，谓待人来求也。	韫椟待价	1	[[0, 1]]	[0, 1, 韫椟待价]
中山箧里谤书新，博得沙场百战身。	箧中书	1	[[0, 2]]	[0, 1, 2, 箧中书]
掩黄绢之丽藻，吐白凤之奇姿;振金声于寰海，增纸价于京师。	吐凤	1	[[7, 9]]	[7, 8, 9, 吐凤]
余曾为人题《美人钓鱼图》云：‘不知自有沉鱼色，却怪鱼儿不上钩。’	沉鱼落雁	1	[[19, 21]]	[19, 20, 21, 沉鱼落雁]
陂应千顷贮，钟岂寸莛撞。	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
赵壹囊初乏，何曾箸欲收。	一囊钱	1	[[0, 2]]	[0, 1, 2, 一囊钱]
于是和以醇醪，齐以达观，快然兀矣，焉复觉鹏鷃之二物哉!	榆枋之见	1	[[20, 21]]	[20, 21, 榆枋之见]
一日，其人留诗为别而去，云：‘一架绳床供众同，坐虚使院仰清风。独惭三十无能立，难向程门度雪中。’公见诗大惊，亟遣追还，不及。	程门立雪	1	[[41, 44]]	[41, 42, 43, 44, 程门立雪]
待丹成九转，飘然驾鹤，却游三岛。	三神山	1	[[13, 14]]	[13, 14, 三神山]
王濬悬刀，丁固生松。	丁固梦松	1	[[5, 8]]	[5, 6, 7, 8, 丁固梦松]
郭有道碑，蔡伯喈文并书。	郭泰碑铭	1	[[1, 3]]	[1, 2, 3, 郭泰碑铭]
盛传陆贾归囊重，争论终童缨羽长。	陆贾分金	1	[[2, 5]]	[2, 3, 4, 5, 陆贾分金]
旧日诗肠论斗酒，风流怀抱如倾。几年不听《渭城》声。	渭城; 渭城	2	[[20, 21], [23, 23]]	[20, 21, 渭城]; [23, 渭城]
俺也曾几年南郭滥齐竽，因此上拈毫能写乔张句。	滥竽充数	1	[[7, 9]]	[7, 8, 9, 滥竽充数]
虽词藻绚烂而不中肯綮，总属陈饭土羹，其何以言文哉？	庖丁解牛	1	[[7, 9]]	[7, 8, 9, 庖丁解牛]
咏浴澄沂志，随芗吐谷音。	沂水舞雩	1	[[0, 1]]	[0, 1, 沂水舞雩]
盖百代之仪表，千年之领袖，曾不慭留，梁摧奄及。	夫子梦奠	1	[[18, 19]]	[18, 19, 夫子梦奠]
渔为江上曲，雪作郢中词。	曲高和寡	1	[[8, 10]]	[8, 9, 10, 曲高和寡]
快骑鲸而翳凤，遂登高而俯深。	骑鲸	1	[[1, 2]]	[1, 2, 骑鲸]
一个百战无功，羞见江东父老；一个三场不利，恼煞老父东江。	不肯过江东	1	[[9, 12]]	[9, 10, 11, 12, 不肯过江东]
画屏重叠巫阳翠，楚神尚有行云意。朝暮几般心，向他情漫深。	巫山云雨	1	[[8, 9]]	[8, 9, 巫山云雨]
不舍昼夜津津出，多少名医不能痊。	逝川	1	[[0, 3]]	[0, 1, 2, 3, 逝川]
桂宫袅袅落桂枝，露寒凄凄生白露。	月桂	1	[[0, 1]]	[0, 1, 月桂]
欲扫朱门依幸舍，醉归恐污丞相茵。	醉吐相茵	1	[[11, 14]]	[11, 12, 13, 14, 醉吐相茵]
轻薄人情翻覆手，冰容却耐幽居久。	翻云覆雨	1	[[4, 6]]	[4, 5, 6, 翻云覆雨]
依旧桃花面，频低柳叶眉。	人面桃花	1	[[2, 4]]	[2, 3, 4, 人面桃花]
初平群羊置莫问，叔度千顷醉即休。	叱石为羊	1	[[0, 3]]	[0, 1, 2, 3, 叱石为羊]
长安好少年，骢马铁连钱；陈王装玉勒，晋后铸金鞭	避骢马	1	[[6, 7]]	[6, 7, 避骢马]
屏居闭扫，不通宾客。	闭门却扫	1	[[2, 3]]	[2, 3, 闭门却扫]
又，江津钟耘纺代父撰六十自寿联云：“自惭一世虚生，不堪刘季万钱贺；难得六亲共聚，愿作平原十日游。	平原十日饮	1	[[42, 45]]	[42, 43, 44, 45, 平原十日饮]
惟嫔之礼，始自敬姜;择邻之规，优于孟母。	孟母择邻	1	[[10, 11]]	[10, 11, 孟母择邻]
弋槛营中夜未央，雨沾云惹待襄王。	巫山云雨	1	[[8, 11]]	[8, 9, 10, 11, 巫山云雨]
幸免青蝇吊，厌听迁莺贺。	青蝇吊客; 出谷迁乔	2	[[2, 4], [8, 9]]	[2, 3, 4, 青蝇吊客]; [8, 9, 出谷迁乔]
往事悲淘浪，高文压选台；相如消渴甚，附骥好追陪。	蝇随骥尾	1	[[18, 19]]	[18, 19, 蝇随骥尾]
风飒飒，雨绵绵，李苦对瓜甜。	道边苦李	1	[[8, 9]]	[8, 9, 道边苦李]
狡兔尽则良犬烹，敌国灭则谋臣亡。	烹狗藏弓	1	[[0, 6]]	[0, 1, 2, 3, 4, 5, 6, 烹狗藏弓]
大惠虫鸟全，至严龙虎畏。可怜召伯树，婆娑不胜翠。	召公棠	1	[[14, 16]]	[14, 15, 16, 召公棠]
江才阮涕新来尽，草草壶觞愧主宾。	江淹梦笔	1	[[0, 1]]	[0, 1, 江淹梦笔]
我羡你玉京游方少年，我羡你画屏间多妙选。	锦屏射雀; 锦屏射雀	2	[[13, 14], [17, 18]]	[13, 14, 锦屏射雀]; [17, 18, 锦屏射雀]
鹿马何难辨是非，宁劳卜筮问安危。权臣为乱多如此，亡国时君不自知。	指鹿为马	1	[[0, 1]]	[0, 1, 指鹿为马]
白水龙飞已几春?偶逢遗迹问耕人。	南阳佳气	1	[[0, 3]]	[0, 1, 2, 3, 南阳佳气]
带眼移仍数，颠毛变愈新。	沈约瘦	1	[[0, 2]]	[0, 1, 2, 沈约瘦]
时清不及英豪人，三尺儿童重廉蔺。	负荆请罪	1	[[13, 14]]	[13, 14, 负荆请罪]
岂但搢绅称召杜，故多扶杖祝彭聃。	召父杜母	1	[[5, 6]]	[5, 6, 召父杜母]
此老先生，尚不留东阁，肯博西凉?	斗酒博凉州	1	[[12, 14]]	[12, 13, 14, 斗酒博凉州]
踟躇遂忘归，清啸送日落。	苏门长啸	1	[[6, 7]]	[6, 7, 苏门长啸]
门有曲逆车，谤甚北山女。	长者辙; 望夫石	2	[[2, 4], [8, 10]]	[2, 3, 4, 长者辙]; [8, 9, 10, 望夫石]
日本武士，对于中国的这些‘好心肠的老实人’之谆谆劝告，借筹代谋，大概并不领情。	留侯借箸	1	[[27, 30]]	[27, 28, 29, 30, 留侯借箸]
方挥却日戈，耻窥及肩墙。	夫子墙	1	[[8, 10]]	[8, 9, 10, 夫子墙]
一夕，宿于家，梦一美人，玄衣而白褶，粉容惨淡，珠泪凄惶，直前再拜曰：“妾卫姓，突遭强暴，命在须臾，非君莫能拯救，望垂援手，敢效衔环。	黄雀报	1	[[63, 64]]	[63, 64, 黄雀报]
巢由岂尚高人节，楚汉徒成竖子名。	广武叹	1	[[10, 14]]	[10, 11, 12, 13, 14, 广武叹]
以谦益之将隐也，杞人之忧，不敢以告人，而效其一二于师门，并以为别。	杞人忧天	1	[[8, 11]]	[8, 9, 10, 11, 杞人忧天]
功名在子何殊我，惟恨无人快著鞭。	祖鞭先著	1	[[13, 14]]	[13, 14, 祖鞭先著]
独栖高阁多辞客，为著新书未绝麟。	绝麟	1	[[13, 14]]	[13, 14, 绝麟]
七贵五侯金穴富，白山黑水铁车忙。	五侯	1	[[0, 3]]	[0, 1, 2, 3, 五侯]
曷去化铁砚，静默而宁康。	磨穿铁砚	1	[[3, 4]]	[3, 4, 磨穿铁砚]
且天地之大，此辈岂止数十万，一旦绝其衣食之源，羸弱者转乎沟壑，姑勿具论；桀黠者铤而走险，君何以善其后耶？	铤而走险	1	[[39, 42]]	[39, 40, 41, 42, 铤而走险]
已怆世虑婴，兼之越乡叹。非君慰寂寥，幽思何由见?	庄舄越吟	1	[[8, 10]]	[8, 9, 10, 庄舄越吟]
眼前便是华胥境，何处还须着俗氛?	华胥梦	1	[[4, 6]]	[4, 5, 6, 华胥梦]
蕉鹿几番惊往事，关山若个常年少?	蕉鹿梦	1	[[0, 1]]	[0, 1, 蕉鹿梦]
